Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Finish,View,Amenities,Amenities_Count,Is_Installments
Land,New Cairo,11550000.0,64166.666666666664,180.0,3.0,3.0,Not Mentioned,1,Pool,"Security, Garden, Pool",3,0
Apartment,Madinaty,3650000.0,56153.846153846156,65.0,,,Not Mentioned,1,Club,,0,1
Building,New Cairo,6500000.0,,,2.0,2.0,Ground/Basement,1,Pool,"Security, Garden, Pool, Parking",4,1
Studio,New Cairo,1700000.0,,,201117077745.0,,Last Floor/Roof,1,Garden,"Garden, Electricity Meter",2,0
Apartment,Madinaty,5600000.0,,,,3.0,Not Mentioned,1,Garden,Garden,1,0
Commercial,New Cairo,12100000.0,75625.0,160.0,3.0,3.0,Not Mentioned,1,Pool,"Security, Pool",2,0
Apartment,Other,5100000.0,47663.55140186916,107.0,3.0,2.0,Typical Floor,1,Other,,0,0
Villa,Rehab,20000000.0,,,4.0,3.0,Not Mentioned,0,Pool,"Garden, Pool",2,0
Apartment,Rehab,5300000.0,,,2.0,1.0,First Floor,1,Garden,Garden,1,0
Duplex,New Cairo,6600000.0,,,3.0,3.0,Ground/Basement,1,Garden,Garden,1,0
Land,New Cairo,11200000.0,,,3.0,3.0,Not Mentioned,1,Pool,"Security, Garden, Pool, Electricity Meter",4,1
Apartment,Rehab,13500000.0,,,3.0,3.0,First Floor,1,Garden,,0,0
Villa,Rehab,14350000.0,,,3.0,3.0,Not Mentioned,1,Garden,Garden,1,0
Apartment,Other,4550000.0,,,2.0,3.0,Not Mentioned,1,Garden,Parking,1,0
Duplex,New Cairo,12000000.0,57416.267942583734,209.0,3.0,,Not Mentioned,1,Garden,,0,0
Duplex,New Cairo,12000000.0,33333.333333333336,360.0,4.0,4.0,Ground/Basement,1,Other,Elevator,1,0
Apartment,New Cairo,9000000.0,,,3.0,4.0,Not Mentioned,0,Garden,Security,1,1
Office,New Cairo,17500000.0,89743.58974358975,195.0,3.0,3.0,Not Mentioned,1,Other,,0,0
Apartment,New Cairo,8120000.0,71858.40707964601,113.0,,3.0,Not Mentioned,1,Garden,,0,1
Office,New Cairo,20000000.0,106382.97872340426,188.0,3.0,3.0,Not Mentioned,1,Garden,,0,1
Apartment,New Cairo,12003100.0,,,3.0,3.0,Not Mentioned,1,Other,,0,1
Apartment,New Cairo,4340000.0,28000.0,155.0,3.0,3.0,Not Mentioned,1,Other,,0,1
Penthouse,Madinaty,8000000.0,52980.132450331126,151.0,2.0,2.0,Not Mentioned,1,Other,,0,1
Office,Madinaty,10000000.0,,,,,Not Mentioned,1,Garden,Garden,1,0
Building,Other,4000000.0,24242.424242424244,165.0,3.0,2.0,Typical Floor,1,Sea View,"Balcony, Electricity Meter",2,0
Building,New Cairo,5400000.0,,,2.0,2.0,Not Mentioned,1,Pool,"Security, Pool, Parking",3,1
Land,Heliopolis,5600000.0,28282.828282828283,198.0,3.0,4.0,Not Mentioned,1,Garden,Security,1,1
Commercial,New Cairo,4950000.0,45000.0,110.0,,,Ground/Basement,0,Garden,Parking,1,1
Villa,New Cairo,6050160.0,,,3.0,3.0,First Floor,1,Garden,Garden,1,0
Apartment,New Cairo,5000000.0,,,3.0,3.0,Not Mentioned,1,Garden,,0,0
Land,Other,3690000.0,,,,,Not Mentioned,1,Garden,,0,1
Apartment,Madinaty,5200000.0,,,,,Not Mentioned,1,Other,,0,0
Commercial,New Cairo,5500000.0,inf,0.0,,,Ground/Basement,1,Pool,"Security, Pool",2,1
Land,New Cairo,6700000.0,35263.15789473684,190.0,3.0,,First Floor,1,Other,,0,0
Apartment,Madinaty,11800000.0,55924.17061611374,211.0,3.0,3.0,Last Floor/Roof,1,Pool,"Elevator, Pool, Balcony, Natural Gas",4,0
Land,New Cairo,8000000.0,62500.0,128.0,2.0,2.0,Not Mentioned,1,Pool,Pool,1,0
Apartment,New Cairo,10300000.0,,,3.0,2.0,Not Mentioned,1,Club,,0,0
Land,Rehab,7650000.0,,,,2.0,Ground/Basement,1,Pool,"Security, Garden, Pool",3,1
Land,Heliopolis,4680000.0,33913.04347826087,138.0,3.0,2.0,Not Mentioned,1,Garden,Security,1,1
Apartment,Rehab,6000000.0,,,2.0,2.0,Not Mentioned,1,Garden,"Elevator, Garden, Natural Gas",3,0
Apartment,Rehab,7658000.0,,,3.0,2.0,Not Mentioned,1,Other,,0,1
Building,Rehab,7600000.0,58015.26717557252,131.0,3.0,2.0,First Floor,1,Garden,Garden,1,0
Duplex,New Cairo,11500000.0,,,,,Typical Floor,1,Garden,Garden,1,1
Apartment,New Cairo,4510000.0,,,3.0,2.0,Ground/Basement,1,Garden,Garden,1,0
Apartment,New Cairo,5280000.0,,,3.0,2.0,First Floor,1,Other,,0,0
Apartment,Shorouk,4368000.0,,,3.0,3.0,Ground/Basement,1,Club,Elevator,1,0
Apartment,Madinaty,4679230.0,59230.759493670885,79.0,2.0,,Not Mentioned,1,Club,,0,1
Commercial,New Cairo,3100000.0,,,,,Ground/Basement,1,Garden,,0,1
Land,Nasr City,7600000.0,,,,,Not Mentioned,1,Pool,"Security, Garden, Pool",3,1
Apartment,Other,13000000.0,70270.27027027027,185.0,3.0,3.0,Ground/Basement,1,Garden,Garden,1,0
Land,Other,3700000.0,,,2.0,2.0,Not Mentioned,1,Garden,Garden,1,0
Apartment,New Cairo,6000000.0,,,,3.0,Not Mentioned,1,Other,,0,1
Commercial,New Cairo,5500000.0,,,,,Not Mentioned,1,Garden,Garden,1,1
Commercial,New Cairo,5680000.0,,,,2.0,Ground/Basement,1,Pool,"Pool, Parking",2,1
Commercial,New Cairo,6000000.0,,,,,Ground/Basement,1,Pool,"Security, Pool",2,1
Apartment,New Cairo,10181400.0,72724.28571428571,140.0,3.0,3.0,Not Mentioned,1,Garden,Garden,1,1
Apartment,Madinaty,4600000.0,,,,,Not Mentioned,1,Other,,0,0
Villa,October,32000000.0,,,,,Not Mentioned,1,Pool,Pool,1,0
Apartment,Heliopolis,9130000.0,,,3.0,2.0,Not Mentioned,1,Golf Course,,0,1
Apartment,Madinaty,3593000.0,,,,,First Floor,1,Other,,0,1
Land,Madinaty,2200000.0,14193.548387096775,155.0,,2.0,Not Mentioned,1,Other,Electricity Meter,1,0
Apartment,Madinaty,3503000.0,22600.0,155.0,3.0,2.0,Not Mentioned,1,Club,,0,0
Office,Madinaty,10000000.0,47393.364928909956,211.0,,,First Floor,1,Garden,Garden,1,0
Building,Other,4000000.0,20618.556701030928,194.0,3.0,3.0,Not Mentioned,0,Club,,0,1
Commercial,New Cairo,5600000.0,34146.34146341463,164.0,3.0,2.0,Not Mentioned,1,Pool,"Security, Pool",2,0
Duplex,New Cairo,10000000.0,,,3.0,3.0,Ground/Basement,1,Other,Balcony,1,0
Office,Madinaty,11000000.0,,,3.0,3.0,Not Mentioned,1,Garden,Garden,1,0
Land,Maadi,3700000.0,25874.125874125875,143.0,3.0,,Typical Floor,1,Other,Parking,1,0
Studio,New Cairo,5380000.0,,,3.0,2.0,Not Mentioned,1,Lake,Security,1,1
Apartment,Madinaty,4900000.0,39200.0,125.0,3.0,2.0,Typical Floor,1,Club,,0,1
Apartment,Nasr City,6400000.0,41025.64102564102,156.0,,,Not Mentioned,1,Other,,0,1
Studio,Madinaty,3250000.0,,,1.0,2.0,Not Mentioned,1,Garden,,0,0
Apartment,New Cairo,7900000.0,,,3.0,2.0,Ground/Basement,1,Garden,Garden,1,1
Apartment,New Cairo,7200000.0,,,3.0,2.0,Not Mentioned,1,Club,,0,1
Commercial,Madinaty,6865000.0,,,3.0,,Not Mentioned,1,Garden,Garden,1,1
Land,Heliopolis,17000000.0,,,,3.0,Not Mentioned,1,Other,,0,1
Building,New Cairo,12800000.0,119626.16822429906,107.0,2.0,2.0,Not Mentioned,1,Garden,Garden,1,1
Commercial,New Cairo,8200000.0,,,,,Not Mentioned,1,Pool,"Garden, Pool",2,1
Building,Maadi,3150000.0,25000.0,126.0,2.0,1.0,Not Mentioned,1,Other,Elevator,1,0
Commercial,New Cairo,5700000.0,33727.81065088757,169.0,3.0,2.0,Not Mentioned,1,Pool,"Security, Pool",2,0
Penthouse,Other,24000000.0,,,4.0,3.0,Last Floor/Roof,1,Lake,,0,1
Apartment,Other,1100000.0,15714.285714285714,70.0,77.0,1.0,Not Mentioned,1,Other,,0,0
Apartment,New Cairo,11900000.0,,,2.0,,Typical Floor,1,Other,,0,1
Apartment,Rehab,8750000.0,,,3.0,,Not Mentioned,1,Garden,,0,1
Apartment,Madinaty,18000000.0,56782.33438485804,317.0,,,Not Mentioned,1,Garden,Garden,1,0
Apartment,Madinaty,13000000.0,86666.66666666667,150.0,3.0,3.0,First Floor,1,Garden,"Garden, Parking",2,1
Villa,New Cairo,5500000.0,,,,,First Floor,1,Garden,Garden,1,0
Villa,Madinaty,5100000.0,,,,2.0,Not Mentioned,1,Garden,,0,1
Roof,New Cairo,3750000.0,28846.153846153848,130.0,3.0,2.0,Last Floor/Roof,1,Garden,"Elevator, Security, Parking",3,1
Land,Nasr City,3750000.0,,,,2.0,First Floor,1,Other,,0,0
Apartment,Madinaty,6100000.0,45864.661654135336,133.0,3.0,2.0,First Floor,1,Garden,,0,1
Apartment,Madinaty,12500000.0,,,3.0,3.0,First Floor,1,Other,,0,0
Apartment,New Cairo,13540000.0,82560.9756097561,164.0,3.0,3.0,Not Mentioned,1,Other,,0,1
Land,Heliopolis,5300000.0,,,3.0,3.0,Not Mentioned,1,Garden,,0,1
Commercial,New Cairo,4700000.0,,,,,Ground/Basement,1,Garden,,0,1
Commercial,New Cairo,6250000.0,,,,,Ground/Basement,0,Garden,Parking,1,1
Apartment,Heliopolis,19224604.0,112424.58479532164,171.0,2.0,2.0,Not Mentioned,1,Garden,"Parking, Electricity Meter",2,0
Building,Sheikh Zayed,4825000.0,24617.34693877551,196.0,3.0,3.0,First Floor,1,Other,Elevator,1,0
Building,Sheikh Zayed,5675000.0,25000.0,227.0,3.0,3.0,Not Mentioned,1,Other,Elevator,1,0
Apartment,Shorouk,3200000.0,17777.777777777777,180.0,,,Not Mentioned,1,Garden,Garden,1,1
Building,Madinaty,10000000.0,,,3.0,3.0,First Floor,1,Lake,Elevator,1,0
Land,Other,3850000.0,32083.333333333332,120.0,2.0,2.0,Ground/Basement,0,Garden,Garden,1,0
Apartment,Other,5128000.0,53416.666666666664,96.0,2.0,2.0,Ground/Basement,1,Garden,Garden,1,1
Building,Madinaty,3300000.0,22000.0,150.0,2.0,1.0,Ground/Basement,1,Garden,"Security, Garden, Electricity Meter, Natural Gas",4,0
Land,Heliopolis,9200000.0,52272.72727272727,176.0,3.0,2.0,Not Mentioned,1,Garden,Garden,1,1
Apartment,New Cairo,3625000.0,,,,,Ground/Basement,1,Garden,Garden,1,0
Apartment,New Cairo,7500000.0,28846.153846153848,260.0,2.0,,Not Mentioned,1,Garden,"Garden, Parking",2,0
Apartment,New Capital,3800000.0,23750.0,160.0,3.0,3.0,Not Mentioned,1,Other,,0,1
Land,Other,14500000.0,,,3.0,3.0,Typical Floor,1,Garden,,0,1
Land,Madinaty,9100000.0,72800.0,125.0,,2.0,Not Mentioned,1,Garden,,0,1
Apartment,Madinaty,9100000.0,,,3.0,2.0,Ground/Basement,1,Garden,Garden,1,1
Building,Sheikh Zayed,3825000.0,25000.0,153.0,3.0,3.0,Not Mentioned,1,Other,Elevator,1,0
Apartment,Rehab,10940000.0,,,3.0,2.0,Not Mentioned,1,Other,,0,1
Office,Rehab,4500000.0,30000.0,150.0,,,Ground/Basement,1,Garden,"Elevator, Security, Garden, Parking",4,0
Apartment,Madinaty,3250000.0,,,,,Not Mentioned,1,Other,,0,1
Apartment,New Cairo,5412052.0,,,2.0,2.0,Not Mentioned,1,Other,,0,1
Penthouse,New Cairo,12333807.0,65956.1871657754,187.0,3.0,3.0,Last Floor/Roof,1,Pool,Pool,1,1
Duplex,Other,8700000.0,29000.0,300.0,2.0,,Ground/Basement,1,Garden,"Garden, Electricity Meter, Water Meter, Natural Gas",4,0
Building,Other,8550000.0,,,,2.0,First Floor,1,Garden,"Elevator, Garden",2,1
Apartment,Madinaty,2325000.0,15000.0,155.0,3.0,2.0,First Floor,1,Garden,"Elevator, Garden, Electricity Meter, Natural Gas",4,1
Apartment,New Cairo,6500000.0,,,,,Typical Floor,0,Garden,,0,0
Studio,Shorouk,2720000.0,41212.121212121216,66.0,,,Not Mentioned,1,Garden,Parking,1,1
Apartment,New Capital,3980000.0,29701.492537313432,134.0,3.0,2.0,Not Mentioned,1,Other,,0,1
Building,New Cairo,9465000.0,,,2.0,2.0,Not Mentioned,1,Lake,,0,1
Apartment,Other,3450000.0,20909.090909090908,165.0,3.0,2.0,Not Mentioned,0,Other,,0,0
Land,Nasr City,3300000.0,22448.979591836734,147.0,3.0,2.0,Typical Floor,1,Other,"Elevator, Security",2,0
Apartment,Other,5250000.0,,,,,Not Mentioned,1,Garden,Garden,1,1
Duplex,New Cairo,5900000.0,,,2.0,2.0,Ground/Basement,1,Garden,"Garden, Electricity Meter",2,1
Apartment,Other,6000000.0,,,,,Not Mentioned,1,Other,Elevator,1,0
Land,New Cairo,4800000.0,,,3.0,3.0,First Floor,1,Other,,0,0
Apartment,Shorouk,2550000.0,17000.0,150.0,,,Not Mentioned,1,Club,,0,1
Land,Other,8500000.0,59027.77777777778,144.0,2.0,3.0,Not Mentioned,1,Garden,Garden,1,1
Studio,Other,4378000.0,,,,,Ground/Basement,1,Garden,Garden,1,0
Villa,New Cairo,7350000.0,,,2.0,2.0,Not Mentioned,0,Lake,,0,1
Apartment,New Cairo,5950000.0,,,3.0,3.0,Not Mentioned,1,Garden,Parking,1,1
Apartment,Other,5500000.0,28205.128205128207,195.0,3.0,3.0,Typical Floor,1,Sea View,Elevator,1,0
Apartment,Madinaty,9250000.0,60064.93506493507,154.0,3.0,3.0,Not Mentioned,1,Garden,"Elevator, Garden",2,1
Apartment,New Cairo,8700000.0,39545.454545454544,220.0,3.0,3.0,First Floor,1,Other,,0,0
Land,New Cairo,14400000.0,,,,,Not Mentioned,1,Garden,,0,1
Apartment,Madinaty,6200000.0,,,,,First Floor,1,Garden,Garden,1,0
Apartment,Other,2990000.0,,,,,Not Mentioned,1,Other,,0,1
Duplex,New Cairo,23500000.0,99576.27118644067,236.0,4.0,4.0,Ground/Basement,1,Garden,Garden,1,0
Apartment,New Cairo,6182575.0,,,3.0,3.0,Not Mentioned,1,Other,,0,1
Duplex,Rehab,15000000.0,38961.03896103896,385.0,3.0,3.0,First Floor,1,Other,,0,0
Commercial,New Cairo,7750000.0,50000.0,155.0,,3.0,Not Mentioned,0,Garden,,0,0
Apartment,New Capital,6810000.0,,,4.0,3.0,Not Mentioned,1,Other,,0,0
Apartment,New Cairo,10401000.0,62281.4371257485,167.0,3.0,2.0,Not Mentioned,1,Garden,,0,1
Apartment,Madinaty,6950000.0,,,,,First Floor,1,Garden,"Garden, Electricity Meter, Natural Gas",3,0
Apartment,Rehab,12000000.0,69364.16184971099,173.0,3.0,3.0,First Floor,1,Garden,Garden,1,0
Apartment,Madinaty,12850000.0,64250.0,200.0,,,Not Mentioned,1,Garden,Garden,1,0
Apartment,Madinaty,12000000.0,,,3.0,2.0,Not Mentioned,1,Other,,0,1
Apartment,Maadi,21000000.0,,,3.0,4.0,Not Mentioned,1,Nile View,Elevator,1,0
Building,Other,2270000.0,,,3.0,,Not Mentioned,1,Other,,0,0
Apartment,Rehab,9350000.0,,,3.0,2.0,Not Mentioned,1,Garden,Garden,1,1
Duplex,New Capital,8230000.0,,,4.0,3.0,Not Mentioned,1,Pool,"Garden, Pool",2,1
Apartment,New Capital,6350000.0,,,,2.0,Not Mentioned,1,Other,,0,1
Land,New Cairo,8500000.0,,,3.0,3.0,First Floor,1,Garden,,0,0
Apartment,Rehab,8000000.0,59701.49253731343,134.0,2.0,2.0,First Floor,1,Garden,,0,0
Duplex,New Cairo,13000000.0,61904.76190476191,210.0,3.0,3.0,Not Mentioned,0,Club,,0,0
Apartment,New Capital,5850000.0,,,,2.0,Not Mentioned,1,Other,,0,1
Roof,New Cairo,9700300.0,,,3.0,4.0,Last Floor/Roof,1,Other,,0,1
Apartment,Rehab,7000000.0,36269.43005181347,193.0,3.0,3.0,First Floor,0,Other,,0,1
Villa,Rehab,9000000.0,51724.137931034486,174.0,3.0,2.0,Ground/Basement,1,Garden,"Garden, Parking",2,0
Building,Shorouk,5250000.0,,,2.0,2.0,Not Mentioned,1,Other,,0,0
Land,Other,10000000.0,47846.88995215311,209.0,3.0,3.0,Ground/Basement,1,Garden,"Garden, Balcony, Parking",3,1
Duplex,New Cairo,6930000.0,,,4.0,4.0,Ground/Basement,1,Pool,"Garden, Pool",2,0
Studio,Madinaty,4000000.0,,,,,Not Mentioned,1,Other,,0,0
Studio,Madinaty,2700000.0,,,,,First Floor,1,Other,,0,0
Land,New Cairo,6742000.0,40860.606060606064,165.0,3.0,3.0,Not Mentioned,0,Garden,Parking,1,0
Duplex,New Cairo,11750000.0,75320.51282051283,156.0,,3.0,Not Mentioned,0,Garden,,0,0
Roof,Madinaty,6950000.0,48263.88888888889,144.0,3.0,2.0,Last Floor/Roof,1,Garden,Garden,1,0
Apartment,Other,13000000.0,,,3.0,,Not Mentioned,1,Garden,"Elevator, Garden",2,0
Building,Other,8500000.0,29720.27972027972,286.0,3.0,3.0,Not Mentioned,1,Garden,"Elevator, Garden",2,0
Duplex,Rehab,21000000.0,72413.79310344828,290.0,4.0,4.0,Not Mentioned,1,Other,,0,1
Duplex,New Cairo,5668056.0,,,2.0,3.0,Not Mentioned,1,Other,,0,1
Studio,Other,3650000.0,54477.611940298506,67.0,,,Not Mentioned,1,Garden,,0,1
Apartment,New Cairo,7000000.0,,,,,Not Mentioned,1,Garden,Garden,1,1
Land,Heliopolis,3500000.0,,,3.0,2.0,Not Mentioned,1,Pool,"Garden, Pool",2,0
Apartment,Rehab,5700000.0,,,,,First Floor,1,Garden,Garden,1,1
Land,Other,9000000.0,,,2.0,2.0,Not Mentioned,1,Garden,,0,0
Building,Rehab,9150000.0,,,3.0,3.0,Not Mentioned,1,Other,,0,0
Apartment,Other,2360000.0,,,2.0,,Ground/Basement,1,Other,,0,1
Apartment,New Capital,8900000.0,,,4.0,3.0,Not Mentioned,1,Other,,0,1
Land,Madinaty,1700000.0,26153.846153846152,65.0,1.0,1.0,Not Mentioned,1,Pool,"Security, Garden, Pool",3,0
Villa,Sheikh Zayed,5400000.0,28272.251308900522,191.0,,3.0,Ground/Basement,1,Garden,Garden,1,1
Villa,New Cairo,17290000.0,384222.22222222225,45.0,3.0,3.0,Last Floor/Roof,1,Garden,,0,1
Building,Maadi,3130000.0,18411.764705882353,170.0,3.0,2.0,Not Mentioned,1,Club,,0,0
Apartment,New Cairo,5762000.0,,,,,Not Mentioned,1,Garden,Garden,1,1
Land,Madinaty,3000000.0,,,3.0,2.0,Not Mentioned,1,Pool,Pool,1,0
Studio,New Capital,2800000.0,,,,,Not Mentioned,1,Pool,"Security, Pool",2,0
Commercial,Madinaty,5300000.0,,,2.0,1.0,Typical Floor,1,Garden,"Elevator, Garden",2,0
Apartment,Other,4280000.0,,,3.0,3.0,Ground/Basement,1,Other,,0,1
Apartment,New Cairo,5000000.0,27027.027027027027,185.0,3.0,,Last Floor/Roof,1,Other,,0,0
Land,New Cairo,12900000.0,64500.0,200.0,3.0,3.0,Not Mentioned,1,Garden,Garden,1,1
Apartment,Madinaty,3650000.0,,,2.0,,Not Mentioned,1,Garden,,0,0
Apartment,Nasr City,6864000.0,49739.13043478261,138.0,,,Not Mentioned,1,Garden,Garden,1,0
Building,Other,3300000.0,17368.42105263158,190.0,3.0,3.0,Typical Floor,1,Garden,"Elevator, Security",2,1
Studio,New Capital,7100000.0,,,,,Not Mentioned,1,Garden,Parking,1,0
Land,Heliopolis,2500000.0,20000.0,125.0,,2.0,Not Mentioned,1,Garden,,0,1
Apartment,New Cairo,11000000.0,66265.06024096385,166.0,2.0,3.0,Not Mentioned,1,Garden,,0,0
Apartment,Other,9500000.0,54285.71428571428,175.0,,,Not Mentioned,1,Other,,0,0
Apartment,New Capital,3300000.0,24626.86567164179,134.0,3.0,2.0,Not Mentioned,1,Other,"Electricity Meter, Natural Gas",2,0
Apartment,Other,4225000.0,25606.060606060608,165.0,3.0,2.0,Not Mentioned,1,Other,,0,1
Building,Other,1900000.0,,,2.0,2.0,Ground/Basement,1,Club,,0,0
Apartment,New Cairo,3950000.0,,,3.0,3.0,Not Mentioned,1,Pool,Pool,1,1
Commercial,New Cairo,7135000.0,75105.26315789473,95.0,,,Not Mentioned,1,Pool,"Security, Garden, Pool, Parking",4,1
Land,Other,3025000.0,,,2.0,2.0,Ground/Basement,1,Garden,Garden,1,0
Apartment,New Cairo,9241046.0,,,,3.0,Not Mentioned,1,Garden,Garden,1,1
Penthouse,New Cairo,13750000.0,81360.94674556213,169.0,3.0,3.0,Last Floor/Roof,1,Garden,Security,1,0
Villa,New Cairo,5500000.0,,,3.0,3.0,First Floor,0,Garden,Security,1,0
Land,New Cairo,3000000.0,19354.83870967742,155.0,3.0,2.0,Not Mentioned,1,Pool,"Security, Pool",2,0
Commercial,New Cairo,6100000.0,76250.0,80.0,,,Not Mentioned,1,Pool,"Security, Pool",2,0
Apartment,Shorouk,2750000.0,15714.285714285714,175.0,3.0,2.0,Not Mentioned,1,Other,,0,0
Land,Sheikh Zayed,3045000.0,,,3.0,2.0,First Floor,1,Sea View,,0,1
Office,Madinaty,9000000.0,,,3.0,2.0,First Floor,1,Garden,"Elevator, Garden",2,0
Apartment,Madinaty,4800000.0,,,,,First Floor,1,Garden,Garden,1,1
Building,Other,2400000.0,16000.0,150.0,3.0,2.0,Not Mentioned,1,Other,,0,0
Apartment,Other,5350000.0,25476.190476190477,210.0,3.0,3.0,Not Mentioned,1,Other,,0,1
Apartment,Rehab,10500000.0,,,3.0,3.0,First Floor,1,Garden,Garden,1,0
Apartment,Madinaty,11500000.0,64606.74157303371,178.0,3.0,3.0,First Floor,1,Club,Elevator,1,1
Commercial,New Cairo,17500000.0,,,2.0,2.0,Last Floor/Roof,1,Club,Security,1,0
Apartment,Other,4160000.0,32000.0,130.0,2.0,2.0,Not Mentioned,1,Garden,"Elevator, Parking",2,1
Apartment,Other,10000000.0,,,2.0,2.0,Ground/Basement,0,Garden,Garden,1,0
Duplex,Other,6000000.0,,,3.0,3.0,Not Mentioned,1,Other,,0,1
Apartment,Shorouk,10500000.0,,,,,Not Mentioned,1,Other,Security,1,1
Apartment,New Cairo,11569000.0,,,3.0,3.0,Not Mentioned,1,Garden,Parking,1,1
Apartment,New Capital,5429250.0,42750.0,127.0,,2.0,Not Mentioned,1,Club,,0,1
Duplex,Other,4100000.0,,,3.0,3.0,Not Mentioned,1,Sea View,Balcony,1,1
Building,Other,2312500.0,20108.695652173912,115.0,2.0,,First Floor,1,Other,,0,1
Apartment,Other,3205000.0,19424.242424242424,165.0,,2.0,Typical Floor,0,Club,"Elevator, Balcony",2,1
Villa,Other,5500000.0,110000.0,50.0,3.0,3.0,First Floor,1,Corner,Elevator,1,0
Apartment,New Cairo,5325000.0,,,3.0,3.0,First Floor,1,Pool,Pool,1,1
Building,Other,3092500.0,,,3.0,2.0,First Floor,1,Other,,0,1
Penthouse,New Cairo,8400000.0,,,2.0,2.0,Last Floor/Roof,1,Garden,,0,1
Building,Other,2600000.0,,,3.0,2.0,Not Mentioned,1,Main Street,,0,0
Building,Other,6490000.0,30904.761904761905,210.0,3.0,2.0,First Floor,1,Garden,"Garden, Balcony",2,1
Apartment,New Capital,4267296.0,,,,,Not Mentioned,1,Other,,0,0
Villa,New Cairo,9000000.0,31578.947368421053,285.0,,,First Floor,1,Pool,"Elevator, Pool",2,0
Building,Other,6055000.0,31051.28205128205,195.0,3.0,2.0,First Floor,1,Garden,"Garden, Balcony, Parking",3,1
Apartment,New Cairo,7120000.0,,,,3.0,Not Mentioned,1,Garden,,0,0
Apartment,New Cairo,7250000.0,31521.739130434784,230.0,3.0,3.0,First Floor,1,Lake,Elevator,1,0
Apartment,Other,2860000.0,18451.612903225807,155.0,3.0,3.0,Last Floor/Roof,1,Other,Elevator,1,1
Duplex,New Cairo,16100000.0,,,4.0,4.0,Not Mentioned,1,Garden,,0,1
Roof,New Capital,5472102.0,35077.57692307692,156.0,,3.0,Last Floor/Roof,1,Pool,"Garden, Pool",2,0
Apartment,Madinaty,3650000.0,,,2.0,,Not Mentioned,1,Other,,0,0
Apartment,New Capital,2300000.0,17692.30769230769,130.0,,2.0,First Floor,1,Other,,0,0
Apartment,Madinaty,8000000.0,58394.16058394161,137.0,3.0,2.0,First Floor,1,Garden,Garden,1,0
Building,Maadi,3122500.0,17842.85714285714,175.0,3.0,3.0,First Floor,1,Other,,0,1
Studio,New Cairo,8284608.0,,,,,Last Floor/Roof,1,Garden,Garden,1,1
Building,Other,3092500.0,19951.612903225807,155.0,3.0,2.0,First Floor,1,Main Street,,0,1
Commercial,New Cairo,7000000.0,,,3.0,3.0,First Floor,1,Other,,0,0
Apartment,Other,8500000.0,60714.28571428572,140.0,,,Not Mentioned,1,Garden,Garden,1,0
Land,Other,6950000.0,44838.709677419356,155.0,,,Ground/Basement,0,Pool,"Garden, Pool",2,0
Commercial,New Cairo,6720000.0,,,2.0,2.0,Ground/Basement,0,Garden,"Security, Garden, Parking",3,1
Apartment,New Cairo,15268828.0,,,3.0,3.0,Not Mentioned,1,Garden,Parking,1,0
Apartment,Madinaty,8000000.0,68965.5172413793,116.0,2.0,2.0,First Floor,1,Other,Elevator,1,1
Villa,New Cairo,15500000.0,119230.76923076923,130.0,2.0,3.0,Not Mentioned,1,Pool,"Garden, Pool",2,1
Apartment,New Cairo,15400000.0,,,2.0,2.0,Not Mentioned,1,Pool,Pool,1,1
Apartment,New Cairo,7700000.0,,,3.0,2.0,Not Mentioned,1,Other,,0,1
Apartment,New Cairo,15000000.0,103448.27586206897,145.0,,2.0,Not Mentioned,1,Lake,,0,0
Apartment,New Cairo,8400000.0,,,3.0,2.0,Not Mentioned,1,Other,,0,1
Villa,Other,4800000.0,21818.18181818182,220.0,3.0,3.0,Ground/Basement,1,Other,,0,1
Apartment,Other,3000000.0,23622.047244094487,127.0,,,Not Mentioned,1,Other,,0,1
Villa,Heliopolis,3000000.0,,,1.0,,Ground/Basement,1,Pool,"Security, Garden, Pool",3,1
Apartment,New Cairo,7000000.0,,,3.0,2.0,Not Mentioned,1,Other,,0,0
Shop,New Cairo,4800000.0,30000.0,160.0,3.0,2.0,Not Mentioned,1,Pool,Pool,1,0
Apartment,Rehab,9000000.0,,,,3.0,First Floor,1,Other,Elevator,1,0
Apartment,New Cairo,5600000.0,,,,,Not Mentioned,0,Garden,Garden,1,0
Apartment,New Cairo,6000000.0,,,,,Not Mentioned,1,Other,,0,1
Building,Rehab,6100000.0,,,,,Not Mentioned,1,Sea View,Elevator,1,0
Office,Madinaty,10500000.0,62500.0,168.0,3.0,2.0,First Floor,1,Garden,"Garden, Balcony",2,0
Studio,Other,3500000.0,,,,1.0,Not Mentioned,1,Garden,Electricity Meter,1,0
Apartment,Rehab,7000000.0,,,,3.0,Not Mentioned,1,Other,,0,0
Commercial,New Cairo,10500000.0,,,,,Not Mentioned,1,Garden,Garden,1,1
Commercial,Other,3430000.0,24326.241134751774,141.0,3.0,2.0,First Floor,1,Pool,"Security, Pool, Parking",3,1
Apartment,Other,8900000.0,54938.27160493827,162.0,3.0,3.0,Not Mentioned,1,Other,,0,0
Apartment,Other,2800000.0,,,,,Not Mentioned,0,Pool,Pool,1,0
Commercial,Madinaty,6900000.0,,,,3.0,Not Mentioned,1,Garden,,0,0
Apartment,Rehab,9000000.0,55555.555555555555,162.0,,,Not Mentioned,1,Other,,0,0
