Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Finish,View,Amenities,Amenities_Count,Is_Installments
Apartment,cairo 6th of october el tawsaat el shamalya hy 2000 qt,2520000.0,18000.0,140.0,3.0,2.0,4.0,1,Main Street,,0,1
Apartment,cairo 6th of october el tawsaat el shamalya hy 2000 qt,2520000.0,18000.0,140.0,3.0,2.0,4.0,1,Main Street,,0,1
Apartment,cairo 6th of october el tawsaat el shamalya hy 2000 qt,2520000.0,18000.0,140.0,3.0,2.0,4.0,1,Main Street,,0,1
Apartment,cairo 6th of october el tawsaat el shamalya hy 2000 qt,2520000.0,18000.0,140.0,3.0,2.0,4.0,1,Main Street,,0,1
Apartment,cairo 6th of october el tawsaat el shamalya hy 2000 qt,2520000.0,18000.0,140.0,3.0,2.0,4.0,1,Main Street,,0,1
Villa,cairo mokattam compounds uptown cairo levana uptown cairo,57749999.0,122611.0,471.0,3.0,4.0,,1,Garden,"Water Meter, Security, Garden, Balcony",4,0
Chalet,north coast resorts serena,1400000.0,20000.0,70.0,2.0,1.0,3.0,1,Pool,"Elevator, Water Meter, Security, Swimming Pool, Balcony",5,0
Apartment,cairo new cairo compounds acasa dar alalamia,10500000.0,67742.0,155.0,3.0,2.0,1.0,1,Garden,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony",6,0
Apartment,cairo al oubour el hay el taseaa el bostan st,2100000.0,18261.0,115.0,2.0,1.0,4.0,1,Main Street,,0,1
Apartment,cairo el zaytun hadayek el zayton abd el rahman nasr st,3200000.0,17297.0,185.0,3.0,1.0,10.0,1,Main Street,,0,0
Villa,north coast resorts perla,6500000.0,18571.0,350.0,3.0,2.0,,1,Corner,,0,1
Apartment,cairo 6th of october hadaeq october compounds sky hills compound dana,500000.0,5556.0,90.0,2.0,1.0,4.0,1,Main Street,"Elevator, Security, Balcony",3,0
Apartment,cairo new cairo el andalous al andalus 2 small investor,2900000.0,15676.0,185.0,3.0,2.0,1.0,1,Garden,"Water Meter, Security, Garden, Balcony",4,0
Apartment,cairo el abbasiya abdou basha abdo basha nemra 10 st,3220000.0,23000.0,140.0,3.0,1.0,5.0,1,Corner,"Elevator, Water Meter, Security, Parking, Balcony",5,1
Apartment,cairo al oubour l bwr ljdyd mosalsal 2,2850000.0,16286.0,175.0,3.0,3.0,2.0,1,Main Street,,0,1
Apartment,cairo el abbasiya abdou basha abdo basha nemra 10 st,2499000.0,21000.0,119.0,3.0,1.0,9.0,1,Side Street,"Elevator, Water Meter, Security, Parking, Balcony",5,1
Apartment,cairo el abbasiya abdou basha abdo basha nemra 10 st,2480000.0,20000.0,124.0,2.0,1.0,2.0,1,Side Street,"Elevator, Water Meter, Security, Parking, Balcony",5,1
Apartment,cairo el abbasiya abdou basha abdo basha nemra 10 st,2205000.0,21000.0,105.0,2.0,1.0,7.0,1,Side Street,"Elevator, Water Meter, Natural Gas, Security, Parking",5,1
Apartment,cairo al oubour l bwr ljdyd mirissa compound rg,3522500.0,23328.0,151.0,3.0,3.0,2.0,1,Main Street,,0,1
Apartment,cairo ljyz el bahr el azam el khalej buildings,4500000.0,28125.0,160.0,3.0,2.0,5.0,1,Side Street,"Elevator, Water Meter, Security, Parking, Balcony",5,0
Apartment,qalyubia el khsos el salam st,570000.0,8769.0,65.0,2.0,1.0,4.0,1,Main Street,Security,1,0
Apartment,alexandria mostafa kamel area,5000000.0,53191.0,94.0,2.0,1.0,10.0,1,Sea View,"Elevator, Water Meter, Natural Gas, Security",4,0
Apartment,cairo 6th of october el ahyaa neighborhood 4th writers union rd,3750000.0,23438.0,160.0,3.0,3.0,3.0,1,Main Street,"Elevator, Water Meter",2,0
Villa,red sea el helal,80000000.0,108844.0,735.0,4.0,5.0,,1,Sea View,"Water Meter, Garden, Balcony",3,0
Chalet,ain elsokhna resorts sokhna hills alhegaz,4200000.0,44211.0,95.0,2.0,2.0,3.0,1,Other,Security,1,0
Apartment,cairo 6th of october hadaeq october compounds green town compound qebaa,2300000.0,23000.0,100.0,3.0,2.0,4.0,1,Main Street,,0,1
Villa,cairo el sheikh zayed city lshykh zyd ljdyd kmbwnd byl fy mr msr llttwyr valley villas belle vie,35600000.0,171981.0,207.0,4.0,3.0,,1,Garden,Garden,1,0
Apartment,cairo el haram shareaa el haram,2600000.0,21667.0,120.0,3.0,2.0,,1,Main Street,Balcony,1,0
Apartment,cairo hadayek el koba al motanabi st,2700000.0,13500.0,200.0,4.0,2.0,5.0,1,Side Street,"Elevator, Water Meter, Natural Gas, Balcony",4,0
Apartment,cairo al oubour l bwr ljdyd byt lwtn,2177820.0,,111.0,2.0,1.0,3.0,1,Main Street,,0,0
Apartment,cairo ain shams jsr lswys gamal abd el naser st,2200000.0,16296.0,135.0,3.0,1.0,8.0,1,Main Street,"Elevator, Water Meter",2,0
Duplex,https://aqarmap.com.eg/en/listing/6881420 projects valoure sheraton,10500000.0,105000.0,155.0,155.0,155.0,,1,Main Street,"Elevator, Security, Swimming Pool, Parking",4,1
Apartment,cairo nasr city hay el waha el khamseen st,2375000.0,19000.0,125.0,3.0,2.0,4.0,1,Back,,0,1
Duplex,https://aqarmap.com.eg/en/listing/6881417 projects valoure sheraton,6500000.0,94203.0,155.0,155.0,155.0,,1,Main Street,"Elevator, Security, Swimming Pool, Parking",4,1
Apartment,cairo new cairo compounds sarai club views sarai compound,5066428.0,79163.0,64.0,1.0,1.0,6.0,1,Club,,0,1
Apartment,cairo 6th of october new october,2000000.0,13333.0,150.0,3.0,3.0,2.0,1,Corner,,0,1
Apartment,cairo new cairo dar misr dar misr el andalous,3800000.0,25333.0,150.0,3.0,3.0,0.0,1,Main Street,,0,0
Apartment,cairo el haram el talbya tersa st,3600000.0,16364.0,220.0,3.0,3.0,4.0,1,Main Street,,0,0
Apartment,cairo new cairo lrhb city phase 5 talaat mostafa st,10500000.0,53846.0,195.0,3.0,2.0,3.0,1,Garden,Garden,1,0
Apartment,cairo 6th of october el ahyaa neighborhood 2nd divided from al kafrawei st,2800000.0,22400.0,125.0,3.0,2.0,,1,Main Street,Balcony,1,0
Apartment,cairo el haram el lebeny,2900000.0,14500.0,200.0,3.0,2.0,13.0,1,Main Street,"Elevator, Water Meter, Natural Gas, Balcony",4,0
Apartment,cairo el zaytun lzytwn lshrqy toman bai st,2700000.0,16875.0,160.0,3.0,2.0,8.0,1,Side Street,"Elevator, Water Meter, Security, Balcony",4,0
Apartment,sohag sohag city kazalufa st,1750000.0,14000.0,125.0,3.0,1.0,3.0,1,Main Street,"Water Meter, Natural Gas, Balcony",3,0
Apartment,cairo ain shams jsr lswys street 145,2000000.0,16667.0,120.0,3.0,1.0,,1,Main Street,Balcony,1,0
Apartment,cairo new cairo lrhb city mtdd lrhb phase 7,13500000.0,54217.0,249.0,4.0,3.0,3.0,1,Main Street,,0,0
Villa,suez el ganain amer village,2200000.0,14013.0,157.0,3.0,2.0,3.0,1,Main Street,"Water Meter, Natural Gas",2,0
Apartment,cairo el agouza aswan square,5100000.0,40800.0,125.0,2.0,2.0,6.0,1,Other,"Elevator, Natural Gas, Security",3,0
Apartment,cairo new cairo compounds gardenia heights 2 compound,5125000.0,37963.0,135.0,2.0,2.0,3.0,1,Main Street,Garden,1,0
Apartment,cairo downtown tl t hrb,6500000.0,58036.0,112.0,3.0,2.0,1.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,0
Villa,cairo new cairo compounds mwntn fyw y syty club park mountain view icity,9300000.0,33214.0,280.0,3.0,3.0,,1,Garden,"Water Meter, Security, Swimming Pool, Garden, Balcony",5,0
Apartment,cairo nasr city makram ebeid,9500000.0,34545.0,275.0,4.0,3.0,,1,Main Street,Balcony,1,0
Apartment,cairo new cairo lrhb city phase 7,5800000.0,65169.0,89.0,2.0,1.0,2.0,1,Garden,Garden,1,0
Roof,alexandria al agamy el hanouvel abd el moneam gaber st,2100000.0,5738.0,366.0,4.0,2.0,6.0,1,Main Street,,0,0
Apartment,cairo el haram el lebeny el magzar el aly st,1600000.0,14545.0,110.0,3.0,2.0,5.0,1,Side Street,"Elevator, Water Meter, Natural Gas",3,0
Apartment,cairo hadayek el ahram lmntqh l,1700000.0,13386.0,127.0,3.0,1.0,6.0,1,Other,"Elevator, Natural Gas",2,0
Apartment,cairo al oubour l bwr ljdyd waad compound kayan,3116000.0,22257.0,140.0,3.0,3.0,2.0,1,Main Street,,0,1
Apartment,cairo ain shams jsr lswys,4000000.0,30769.0,130.0,3.0,2.0,12.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,0
Apartment,cairo nasr city hay el waha el khamseen st,1550000.0,13478.0,115.0,2.0,1.0,1.0,1,Garden,Garden,1,1
Apartment,cairo 6th of october hadaeq october compounds bedaya,2250000.0,28125.0,80.0,2.0,1.0,1.0,1,Other,"Security, Balcony",2,0
Apartment,cairo el maadi zahraa el maadi tijan 2 compound wadi degla,4500000.0,29221.0,154.0,3.0,1.0,6.0,1,Other,"Elevator, Balcony",2,0
Apartment,cairo nasr city hay el waha el khamseen st,2150000.0,18220.0,118.0,2.0,2.0,9.0,1,Garden,Garden,1,1
Apartment,cairo el mansuriyyah,5000000.0,34483.0,145.0,3.0,2.0,,1,Side Street,Balcony,1,0
Apartment,cairo hadayek el ahram area f,2500000.0,16667.0,150.0,3.0,2.0,4.0,1,Corner,"Elevator, Security, Balcony",3,0
Apartment,cairo el omraneya l mrny lshrqy,1600000.0,11034.0,145.0,5.0,2.0,3.0,1,Side Street,"Water Meter, Natural Gas, Balcony",3,0
Apartment,cairo new cairo el yassamin el yasmeen 5 abou obaida ibn el garah st,8500000.0,36957.0,230.0,3.0,3.0,1.0,1,Garden,Garden,1,0
Villa,cairo new cairo lrhb city mtdd lrhb phase 10 farouk el baz st,4800000.0,10213.0,470.0,6.0,6.0,,1,Garden,Garden,1,0
Apartment,cairo faisal,1250000.0,8117.0,154.0,3.0,3.0,2.0,1,Side Street,Elevator,1,1
Apartment,cairo el agouza ard el lewa,1600000.0,10000.0,160.0,3.0,2.0,5.0,1,Side Street,"Water Meter, Natural Gas, Balcony",3,0
Apartment,cairo 6th of october compounds green 5,8600000.0,41346.0,208.0,3.0,2.0,1.0,1,Main Street,"Water Meter, Security, Balcony",3,0
Apartment,cairo nasr city hay el waha el khamseen st,2375000.0,19000.0,125.0,3.0,1.0,8.0,1,Garden,Garden,1,1
Roof,cairo new cairo el choueifat al shouyfat st,14000000.0,35000.0,400.0,5.0,3.0,3.0,1,Side Street,,0,0
Apartment,cairo 6th of october hadaeq october compounds djlh blmz m mr lmrshdy,3000000.0,18750.0,160.0,4.0,2.0,1.0,1,Other,"Security, Balcony",2,0
Duplex,cairo 6th of october hadaeq october lmntq lsyhy b,3250000.0,8333.0,390.0,3.0,2.0,1.0,1,Other,Garden,1,0
Apartment,cairo 6th of october el ahyaa neighborhood 1st seventh neighborhood,6000000.0,32432.0,185.0,3.0,2.0,1.0,1,Other,"Security, Balcony",2,0
Apartment,cairo 6th of october hadaeq october compounds east park,6650000.0,31075.0,214.0,3.0,3.0,1.0,1,Other,"Elevator, Water Meter, Security, Garden, Balcony",5,0
Apartment,cairo el haram el rimaya,2500000.0,23810.0,105.0,2.0,1.0,4.0,1,Corner,"Water Meter, Security, Parking, Balcony",4,0
Apartment,cairo new cairo el narges el narges 2 pilot halawany st,8700000.0,32830.0,265.0,3.0,2.0,0.0,1,Corner,Garden,1,0
Villa,cairo 6th of october el tawsaat el shamalya,16500000.0,36667.0,450.0,,,,1,Main Street,,0,0
Apartment,cairo al oubour compounds viale residence compound mrs,2609900.0,19623.0,133.0,3.0,3.0,2.0,1,Main Street,,0,1
Villa,cairo el sheikh zayed city compounds,7348000.0,32228.0,228.0,4.0,3.0,,1,Garden,Garden,1,1
Apartment,dakahlia gamasa 15 may city,1200000.0,10435.0,115.0,3.0,1.0,0.0,1,Corner,Water Meter,1,0
Apartment,cairo new cairo el narges el narges omarat mohamed sabry abu alam st,8500000.0,36957.0,230.0,3.0,3.0,4.0,1,Side Street,,0,0
Villa,cairo el sheikh zayed city compounds kmbwnd fyldj wyst dr llttwyr,17200000.0,77130.0,223.0,4.0,4.0,,1,Garden,"Water Meter, Security, Swimming Pool, Garden, Balcony",5,1
Apartment,cairo new cairo compounds ninety avenue,13000000.0,69892.0,186.0,3.0,3.0,5.0,1,Garden,"Elevator, Water Meter, Security, Garden, Balcony",5,1
Apartment,cairo nasr city compounds landmark compound morshedy group,2500000.0,24510.0,102.0,2.0,1.0,6.0,1,Main Street,Security,1,0
Apartment,cairo 6th of october compounds jrdyny lshms,6200000.0,23048.0,269.0,4.0,3.0,0.0,1,Other,"Water Meter, Security, Garden, Balcony",4,0
Villa,cairo el sheikh zayed city compounds,7854000.0,30208.0,260.0,4.0,3.0,,1,Garden,Garden,1,1
Villa,cairo new cairo compounds kmbwnd fyldj jyt blm hylz,7500000.0,51370.0,146.0,2.0,2.0,2.0,1,Main Street,,0,0
Apartment,cairo el sheikh zayed city bait el watan phase 7 el takmelya,6630000.0,34000.0,195.0,3.0,3.0,5.0,1,Corner,,0,1
Villa,cairo 15th of may mjwr 15,10500000.0,50239.0,209.0,6.0,3.0,,1,Main Street,,0,0
Apartment,cairo new cairo ganob el akadamiya south academy z,8880000.0,45538.0,195.0,3.0,2.0,1.0,1,Garden,Garden,1,0
Apartment,cairo new cairo ganob el akadamiya south academy a zaid ebn haretha st,8500000.0,38636.0,220.0,3.0,3.0,3.0,1,Garden,"Water Meter, Natural Gas, Security, Garden, Balcony",5,0
Apartment,cairo mokattam lhdb l ly huda shaarawy st,6200000.0,25833.0,240.0,4.0,2.0,0.0,1,Main Street,,0,0
Apartment,cairo new administrative capital r7 oia,5497500.0,29716.0,185.0,3.0,3.0,4.0,1,Main Street,,0,1
Apartment,cairo faisal el maryotyah kabeish rd el hedaya st,1750000.0,10938.0,160.0,3.0,2.0,7.0,1,Side Street,,0,0
Apartment,alexandria moharram bey tryq qn lswys,2400000.0,26966.0,89.0,2.0,1.0,6.0,1,Main Street,,0,0
Apartment,cairo new cairo el narges el narges 2 pilot halawany st,10000000.0,38462.0,260.0,3.0,2.0,1.0,1,Side Street,,0,0
Apartment,cairo new administrative capital r5 garden city compound city edge,6100000.0,37195.0,164.0,3.0,4.0,3.0,1,Main Street,"Elevator, Security, Swimming Pool, Garden, Balcony",5,1
Villa,cairo new cairo lrhb city mtdd lrhb phase 9,48000000.0,109840.0,437.0,7.0,7.0,,1,Garden,Garden,1,0
Chalet,north coast resorts porto marina resort,7500000.0,78947.0,95.0,2.0,2.0,6.0,1,Sea View,,0,0
Penthouse,cairo 6th of october hadaeq october compounds eco west compound new city development asia,2800000.0,19718.0,142.0,2.0,1.0,5.0,1,Other,"Security, Balcony",2,0
Apartment,cairo new cairo compounds wujood compound tharaa,7072250.0,41848.0,169.0,4.0,4.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,1
Apartment,alexandria sydy bshr sydy bshr bhry gamal abd el nasir st,2100000.0,28000.0,75.0,3.0,1.0,1.0,1,Side Street,"Water Meter, Natural Gas, Balcony",3,0
Apartment,cairo nasr city 1st zone zaki hasan st,8000000.0,32000.0,250.0,3.0,3.0,6.0,1,Side Street,"Elevator, Water Meter, Security, Balcony",4,0
Apartment,cairo new cairo el yassamin el yasmeen 7 el shaikh hassan mamoun st,7500000.0,34091.0,220.0,3.0,2.0,1.0,1,Side Street,Balcony,1,0
Apartment,cairo nasr city hay el waha el khamseen st,1980000.0,17217.0,115.0,2.0,1.0,1.0,1,Garden,Garden,1,1
Chalet,marsa matruh marsa matrouh city garawlah,7000000.0,29167.0,240.0,5.0,2.0,,1,Sea View,"Security, Balcony",2,0
Apartment,cairo el haram shareaa khatem el morsalen,3500000.0,14000.0,250.0,3.0,2.0,1.0,1,Side Street,,0,0
Apartment,cairo new cairo bait el watan third neighborhood,5746000.0,24347.0,236.0,3.0,3.0,2.0,1,Side Street,,0,1
Duplex,cairo 6th of october hadaeq october compounds la verte city al joman,4750000.0,19388.0,245.0,3.0,3.0,4.0,1,Other,"Elevator, Water Meter, Natural Gas, Security, Balcony",5,0
Apartment,cairo new cairo ganob el akadamiya south academy b taha hussein st,8750000.0,39773.0,220.0,3.0,3.0,3.0,1,Main Street,Balcony,1,0
Apartment,cairo new cairo compounds,5640962.0,49052.0,115.0,2.0,1.0,0.0,1,Main Street,Garden,1,1
Apartment,cairo 6th of october compounds dream land bahgat buildings,15000000.0,46875.0,320.0,4.0,3.0,1.0,1,Main Street,"Security, Balcony",2,0
Apartment,sharqia zagazig zagazig city al gamaa st,5625000.0,25000.0,225.0,3.0,2.0,1.0,1,Main Street,"Elevator, Water Meter, Balcony",3,0
Apartment,cairo 6th of october compounds el sokareya,2000000.0,13793.0,145.0,3.0,2.0,2.0,1,Back,"Elevator, Water Meter, Balcony",3,0
Apartment,cairo 6th of october compounds diar el tameer,7500000.0,30864.0,243.0,3.0,2.0,1.0,1,Main Street,"Security, Balcony",2,0
Apartment,qalyubia el khsos el togari st,550000.0,6875.0,80.0,3.0,1.0,,1,Corner,,0,0
Apartment,cairo faisal el matbeaa nabeel taha st,1600000.0,10000.0,160.0,,,,1,Main Street,,0,0
Apartment,cairo el haram el talbya el mostashfa st,1100000.0,8800.0,125.0,3.0,2.0,10.0,1,Side Street,,0,0
Apartment,cairo 6th of october hadaeq october compounds,3600000.0,22500.0,160.0,3.0,3.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,1
Duplex,cairo 6th of october hadaeq october lmntq lsyhy b,5200000.0,19259.0,270.0,3.0,3.0,1.0,1,Other,"Elevator, Water Meter, Security, Garden, Balcony",5,0
Duplex,cairo 6th of october hadaeq october rbw ktwbr,3150000.0,21000.0,150.0,3.0,2.0,1.0,1,Other,"Elevator, Water Meter, Security, Parking, Balcony",5,0
Duplex,cairo 6th of october hadaeq october lmntq lsyhy b,4300000.0,16538.0,260.0,3.0,2.0,1.0,1,Other,"Security, Balcony",2,0
Duplex,cairo 6th of october hadaeq october lmntq lsyhy b,3950000.0,13167.0,300.0,5.0,3.0,1.0,1,Other,"Elevator, Water Meter, Security, Parking, Balcony",5,0
Apartment,cairo 6th of october hadaeq october compounds ashgar city,5300000.0,35811.0,148.0,3.0,3.0,5.0,1,Other,"Security, Balcony",2,0
Apartment,cairo 6th of october hadaeq october compounds dar misr,3400000.0,24286.0,140.0,3.0,3.0,3.0,1,Other,"Elevator, Water Meter, Security, Parking, Balcony",5,0
Apartment,cairo 6th of october compounds zaraeyin compound,900000.0,11250.0,80.0,2.0,1.0,1.0,1,Other,"Elevator, Water Meter, Natural Gas, Security, Balcony",5,0
Apartment,cairo 6th of october el ahyaa neighborhood 3rd al hay al thalith st,3675000.0,21618.0,170.0,3.0,2.0,4.0,1,Main Street,"Security, Balcony",2,0
Duplex,cairo 6th of october el ahyaa neighborhood 11th,5600000.0,18667.0,300.0,3.0,2.0,1.0,1,Other,"Security, Balcony",2,0
Villa,cairo new cairo compounds grand residance,42000000.0,95455.0,440.0,6.0,5.0,,1,Pool,"Water Meter, Security, Swimming Pool, Balcony",4,0
Chalet,ras sidr ras sidr resorts mntj snt klwz,2250000.0,14063.0,160.0,3.0,3.0,,1,Pool,"Water Meter, Security, Swimming Pool, Garden, Balcony",5,0
Apartment,cairo 6th of october hadaeq october compounds o west tulwa o west,1500000.0,18750.0,80.0,2.0,2.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Swimming Pool, Balcony",5,1
Apartment,cairo 6th of october compounds garden hills,4600000.0,23000.0,200.0,3.0,3.0,4.0,1,Lake,"Elevator, Security, Garden, Balcony",4,0
Apartment,alexandria al agamy el hanouvel kasr al quiri st 1,1000000.0,11494.0,87.0,2.0,1.0,4.0,1,Garden,"Elevator, Water Meter, Security, Garden, Balcony",5,0
Apartment,cairo 6th of october el ahyaa neighborhood 5th street 20,5800000.0,25217.0,230.0,3.0,2.0,1.0,1,Main Street,"Security, Balcony",2,0
Apartment,cairo el sheikh zayed city compounds el khamayel,6600000.0,40000.0,165.0,3.0,2.0,1.0,1,Garden,"Elevator, Water Meter, Security, Garden, Balcony",5,0
Apartment,cairo 6th of october hadaeq october compounds lake front,4500000.0,28662.0,157.0,3.0,3.0,1.0,1,Main Street,"Security, Balcony",2,0
Apartment,cairo new cairo bait el watan seventh neighborhood,4685000.0,24026.0,195.0,3.0,3.0,1.0,1,Side Street,Garden,1,1
Penthouse,cairo 6th of october hadaeq october compounds sun capital,18500000.0,88095.0,210.0,4.0,3.0,4.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,1
Apartment,cairo faisal el maryotyah,3500000.0,21605.0,162.0,3.0,2.0,7.0,1,Main Street,"Elevator, Water Meter, Parking, Balcony",4,0
Apartment,cairo el haram shareaa el haram,2800000.0,23333.0,120.0,3.0,1.0,1.0,1,Main Street,"Elevator, Security, Swimming Pool, Balcony",4,0
Apartment,cairo 6th of october el ahyaa neighborhood 3rd al hay al thalith st,4750000.0,21591.0,220.0,4.0,2.0,2.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,0
Apartment,alexandria el montazah compounds in el montazah green view,3850000.0,24063.0,160.0,3.0,2.0,4.0,1,Side Street,"Elevator, Water Meter, Security, Balcony",4,0
Apartment,cairo 6th of october compounds tiba gardens,5300000.0,31176.0,170.0,3.0,2.0,3.0,1,Main Street,Garden,1,0
Apartment,cairo 6th of october compounds tiba gardens,4800000.0,29091.0,165.0,3.0,2.0,5.0,1,Other,"Elevator, Security, Parking, Garden, Balcony",5,0
Duplex,cairo el sheikh zayed city alex cairo desert road nyoum pyramids arab developments,6300000.0,40385.0,156.0,2.0,3.0,1.0,1,Main Street,"Garden, Balcony",2,0
Apartment,cairo 6th of october hadaeq october compounds east park,6000000.0,25862.0,232.0,3.0,2.0,1.0,1,Other,"Water Meter, Natural Gas, Security, Parking, Garden, Balcony",6,0
Duplex,cairo 6th of october compounds high town,4300000.0,14333.0,300.0,3.0,4.0,1.0,1,Other,"Security, Balcony",2,0
Apartment,cairo 6th of october el ahyaa neighborhood 4th neighborhood 5,4400000.0,18333.0,240.0,3.0,2.0,1.0,1,Main Street,"Elevator, Security, Balcony",3,0
Roof,cairo 6th of october el hay el motamyz fourth touristic village mahmoud sami el baroudi st,4350000.0,43939.0,99.0,2.0,2.0,4.0,1,Other,"Elevator, Security, Parking, Balcony",4,0
Apartment,cairo 6th of october hadaeq october compounds sun capital,4137542.0,35364.0,117.0,2.0,2.0,1.0,1,Other,"Elevator, Water Meter, Security, Parking, Balcony",5,0
Villa,alexandria king maryot cordoba st,19000000.0,41304.0,460.0,4.0,8.0,,1,Lake,"Water Meter, Security, Swimming Pool, Balcony",4,0
Duplex,cairo new cairo compounds sarai esse residence sarai,7185000.0,39917.0,180.0,2.0,1.0,3.0,1,Main Street,"Elevator, Security, Parking, Balcony",4,1
Duplex,cairo imbaba el tahrir city mohamed el embabi st,3500000.0,23333.0,150.0,5.0,3.0,4.0,1,Corner,"Water Meter, Balcony",2,0
Duplex,cairo new cairo compounds sarai esse residence sarai,7185000.0,39917.0,180.0,2.0,1.0,3.0,1,Main Street,"Elevator, Security, Parking, Balcony",4,1
Duplex,cairo hadayek el ahram mntq h,4500000.0,19651.0,229.0,3.0,2.0,1.0,1,Main Street,"Elevator, Water Meter, Natural Gas, Security, Garden",5,0
Apartment,cairo 6th of october hadaeq october compounds sun capital,9000000.0,79646.0,113.0,2.0,2.0,0.0,1,Garden,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony",6,1
Apartment,cairo faisal,1100000.0,13750.0,80.0,2.0,1.0,5.0,1,Main Street,"Water Meter, Natural Gas, Balcony",3,0
Apartment,cairo hadayek el koba misr w el sodan,2600000.0,17931.0,145.0,2.0,2.0,5.0,1,Main Street,"Elevator, Water Meter, Natural Gas, Balcony",4,0
Apartment,cairo new cairo el banafsg el banafsag 2 dr ahmed okasha st,9500000.0,38000.0,250.0,,,,1,Garden,Garden,1,0
Apartment,cairo el marg moasaset el zakah st,1250000.0,7813.0,160.0,3.0,2.0,10.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,0
Villa,alexandria king maryot el salam,12000000.0,14371.0,835.0,4.0,5.0,,1,Main Street,"Water Meter, Swimming Pool, Balcony",3,0
Chalet,port said kmbwnd fy bwr s yd porto said compound amer group,2200000.0,25287.0,87.0,2.0,2.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Swimming Pool, Balcony",5,0
Roof,cairo 6th of october el tawsaat el shamalya ltws t lsyhy lshmly,5300000.0,32121.0,165.0,3.0,2.0,5.0,1,Other,"Security, Balcony",2,0
Apartment,cairo 6th of october hadaeq october compounds sun capital,13000000.0,72222.0,180.0,3.0,3.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Swimming Pool, Balcony",5,1
Roof,cairo 6th of october el ahyaa neighborhood 1st third neighborhood,3250000.0,20701.0,157.0,3.0,1.0,4.0,1,Main Street,"Security, Balcony",2,0
Roof,cairo 6th of october garb someed neighborhood 1st,9700000.0,30313.0,320.0,3.0,2.0,3.0,1,Main Street,,0,0
Apartment,cairo 6th of october hadaeq october compounds sun capital,6800000.0,42500.0,160.0,3.0,3.0,1.0,1,Main Street,"Security, Balcony",2,0
Apartment,alexandria sydy bshr sydy bshr bhry gamal abd el nasir st,3000000.0,17647.0,170.0,3.0,1.0,2.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,0
Villa,cairo el mansuriyyah el saliba,3500000.0,8333.0,420.0,3.0,1.0,,1,Corner,"Security, Garden, Balcony",3,0
Apartment,cairo new cairo compounds kattameya dunes,3000000.0,36585.0,82.0,1.0,1.0,4.0,1,Garden,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony",6,0
Apartment,cairo ain shams jsr lswys gamal abd el naser st,1700000.0,16190.0,105.0,2.0,1.0,7.0,1,Main Street,"Elevator, Water Meter, Natural Gas, Balcony",4,0
Apartment,cairo el haram shareaa naser el thawrah,3000000.0,18750.0,160.0,2.0,2.0,8.0,1,Main Street,,0,0
Apartment,cairo ain shams yn shms lgrby el mashrooa st,1600000.0,13333.0,120.0,3.0,1.0,5.0,1,Side Street,"Elevator, Water Meter, Balcony",3,0
Villa,cairo el haram el maryotya abd al hamid bashteil st,10000000.0,6250.0,1600.0,5.0,4.0,,1,Garden,"Water Meter, Security, Swimming Pool, Garden, Balcony",5,0
Apartment,cairo nasr city 9th zone dr ibrahim nagy st,6500000.0,29545.0,220.0,3.0,2.0,0.0,1,Garden,"Elevator, Water Meter, Garden, Balcony",4,0
Apartment,cairo el haram,3400000.0,22667.0,150.0,3.0,2.0,3.0,1,Side Street,,0,0
Apartment,cairo 6th of october hadaeq october compounds spanish district,2250000.0,26471.0,85.0,3.0,1.0,3.0,1,Other,"Elevator, Water Meter, Security, Parking, Balcony",5,0
Apartment,cairo el zaytun hadayek el zayton,5500000.0,25000.0,220.0,,,,1,Main Street,,0,0
Apartment,cairo faisal el tawabeq el mansheya st,1600000.0,10000.0,160.0,,,,1,Side Street,,0,0
Apartment,cairo downtown el fagala,10000000.0,25316.0,395.0,5.0,4.0,9.0,1,Main Street,"Elevator, Balcony",2,0
Apartment,cairo el mansuriyyah ahmed zaghloul st,4500000.0,18000.0,250.0,3.0,3.0,1.0,1,Garden,"Elevator, Water Meter, Security, Garden, Balcony",5,0
Apartment,cairo el haram el wafaa w el amal st,1250000.0,10870.0,115.0,2.0,2.0,5.0,1,Corner,"Water Meter, Natural Gas, Balcony",3,0
Apartment,cairo faisal shareaa el malek fasel,1150000.0,9583.0,120.0,,,,1,Side Street,,0,0
Apartment,cairo ljyz jezerat el dahb,5000000.0,42373.0,118.0,2.0,1.0,,1,Nile View,Balcony,1,0
